FCLT_CD,GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
S199201017,1,기타,6510000,3           ,3349184     ,32,160,132,12,이도2동,"제주특별자치도 제주시 중앙로 342, 제주소방서 지하1층 (이도이동)",2,Y,27,33,29,064-728-3750,제주소방서(지하 1층),19921231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1996-4 제주소방서(지하 1층),㎡,126,6510047     
S200600005,1,기타,6510000,3           ,3349193     ,31,947,782,30,이도2동,"제주특별자치도 제주시 청사로 59, 정부제주지방합동청사 지하1층~지하2층 (도남동)",2,Y,27,33,29,064-728-3750,정부합동청사(지하주차장 1층~2층),20061231,제주특별자치도 제주시청,제주특별자치도 제주시 도남동 662 정부제주지방합동청사(지하주차장 1층~2층),㎡,126,6510047     
S199601008,1,기타,6510000,3           ,4847552     ,31,332,274,51,이도2동,"제주특별자치도 제주시 독짓골8길 67, 102동 지하1층 (이도이동, 동아아파트)",2,Y,21,33,29,064-728-3750,동아아파트102동(지하 1층),19961231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1909-19 동아아파트(지하1층) 102동,㎡,126,6510047     
S199601009,1,기타,6510000,3           ,4847552     ,31,589,486,51,이도2동,"제주특별자치도 제주시 독짓골8길 67, 103동 지하1층 (이도이동, 동아아파트)",2,Y,21,33,29,064-728-3750,동아아파트103동(지하 1층),19961231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1909-19 동아아파트(지하1층) 103동,㎡,126,6510047     
S199601011,1,기타,6510000,3           ,4848341     ,32,164,136,7,이도2동,"제주특별자치도 제주시 오복3길 8, 이도2동주민센터 지하1층 (이도이동)",2,Y,49,33,29,064-728-3750,이도2동주민센터(지하 1층),19990201,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1051-6 이도2동주민센터(지하1층),㎡,126,6510047     
S199501031,1,지하주차장,6510000,3           ,4847005     ,32,601,496,4,이도2동,"제주특별자치도 제주시 가령로4길 14, 지하1층 (이도이동, 남북아파트)",2,Y,50,33,29,064-728-3750,남북아파트(지하주차장 1층),19951231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 1052 남북아파트(지하주차장 1층),㎡,126,6510047     
S199801008,1,지하주차장,6510000,3           ,3349137     ,32,3815,3148,26,이도2동,"제주특별자치도 제주시 연삼로 473, 제주경제통상진흥원 지하1층 (이도이동)",2,Y,57,33,29,064-728-3750,제주경제통상진흥원(지하주차장 1층),19981231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 390 제주경제통상진흥원(지하주차장 1층),㎡,126,6510047     
S199601010,1,기타,6510000,3           ,3349137     ,32,80,66,31,이도2동,"제주특별자치도 제주시 연삼로 489, 제주학생문화원, 제주도서관 지하1층 (이도이동)",2,Y,0,33,30,064-728-3750,제주학생문화원(지하 1층),19961231,제주특별자치도 제주시청,"제주특별자치도 제주시 이도이동 414 제주학생문화원, 제주도서관(지하1층)",㎡,126,6510047     
S199901005,1,기타,6510000,3           ,4847368     ,32,1123,927,10,이도2동,"제주특별자치도 제주시 남광북5길 3, 제주 지방법원 지하1층 (이도이동)",2,Y,35,33,29,064-728-3750,제주지방법원(지하 1층),19991231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 950-1 제주 지방법원(지하1층),㎡,126,6510047     
S199401023,1,지하주차장,6510000,3           ,3349051     ,31,1056,872,41,이도2동,"제주특별자치도 제주시 도남로 104, 지하1층 (도남동, 백록아파트)",2,Y,28,33,29,064-728-3750,성호백록아파트(지하주차장 1층),19941231,제주특별자치도 제주시청,제주특별자치도 제주시 도남동 64 백록아파트(지하주차장1층),㎡,126,6510047     
S199501033,1,지하주차장,6510000,3           ,3349051     ,31,1461,1206,46,이도2동,"제주특별자치도 제주시 도남로 125, 지하1층 (도남동, 도남무지개아파트)",2,Y,23,33,29,064-728-3750,도남무지개아파트(지하주차장 1층),19951231,제주특별자치도 제주시청,제주특별자치도 제주시 도남동 69 도남무지개아파트(지하주차장 1층),㎡,126,6510047     
S199301016,1,기타,6510000,3           ,3349108     ,32,905,747,24,이도2동,"제주특별자치도 제주시 승천로 27, 102동 지하 1층 (이도이동, 영산홍주택)",2,Y,44,33,29,064-728-3750,영산홍주택 102동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 102동,㎡,126,6510047     
S199301017,1,기타,6510000,3           ,3349108     ,32,592,489,24,이도2동,"제주특별자치도 제주시 승천로 27, 103동 지하 1층 (이도이동, 영산홍주택)",2,Y,44,33,29,064-728-3750,영산홍주택 103동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 103동,㎡,126,6510047     
S199301020,1,기타,6510000,3           ,3349108     ,32,592,489,24,이도2동,"제주특별자치도 제주시 승천로 27, 106동 지하1층 (이도이동, 영산홍주택)",2,Y,44,33,29,064-728-3750,영산홍주택 106동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 106동,㎡,126,6510047     
S199301021,1,기타,6510000,3           ,3349108     ,32,749,618,26,이도2동,"제주특별자치도 제주시 승천로 27, 107동 지하1층 (이도이동, 영산홍주택)",2,Y,48,33,29,064-728-3750,영산홍주택 107동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 107동,㎡,126,6510047     
S199301018,1,기타,6510000,3           ,3349108     ,32,592,489,24,이도2동,"제주특별자치도 제주시 승천로 27, 104동 지하 1층 (이도이동, 영산홍주택)",2,Y,44,33,29,064-728-3750,영산홍주택 104동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하 1층) 104동,㎡,126,6510047     
S199301019,1,기타,6510000,3           ,3349108     ,32,592,489,24,이도2동,"제주특별자치도 제주시 승천로 27, 105동 지하1층 (이도이동, 영산홍주택)",2,Y,44,33,29,064-728-3750,영산홍주택 105동(지하 1층),19931231,제주특별자치도 제주시청,제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 105동,㎡,126,6510047     
S201200002,1,기타,3580000,1           ,4274072     ,42,116,166,49,백령면,인천광역시 옹진군 백령면 백령로316번길 25-31 (백령6호 대피소),2,Y,27,37,58,032-899-3020,백령면 6호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 1063번지 3호,㎡,124,3580019     
S201200018,1,"회의,교육",3580000,1           ,3158013     ,40,116,166,0,백령면,인천광역시 옹진군 백령면 백령로 852 (백령17호 대피소),2,Y,30,37,57,032-899-3020,백령면 17호,20120620,인천광역시 옹진군청,인천광역시 옹진군 백령면 북포리 531번지 18호,㎡,124,3580019     
S201300017,1,기타,3580000,1           ,4274049     ,39,155,223,3,백령면,인천광역시 옹진군 백령면 두무진로81번길 43,2,Y,41,37,57,032-899-3020,백령면 24호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 489번지,㎡,124,3580019     
S201300019,1,기타,3580000,1           ,3158038     ,41,158,226,6,백령면,인천광역시 옹진군 백령면 화동로 70-16,2,Y,9,37,56,032-899-3020,백령면 19호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 505번지,㎡,124,3580019     
S201900001,1,,3580000,1           ,,39,251,360,44,백령면,,2,N,23,37,57,032-899-3020,백령면 29호,20190507,인천광역시 옹진군청,인천광역시 옹진군 백령면 가을리 275번지 6호,㎡,124,3580019     
E199800002,0,식수,4201000,1           ,3220013     ,54,0,212,8,강남동,강원특별자치도 강릉시 모산로 212-9 (노암동),1,Y,46,37,43,033-640-5235,비상급수시설 (장현 마을회관 옆),19980315,강원특별자치도 강릉시청,강원특별자치도 강릉시 노암동 74번지 13호,t(톤),128,4201056     
E199000001,0,생활용수,4201000,1           ,4460281     ,53,0,141,23,내곡동,강원특별자치도 강릉시 남산초교길 22-1 (내곡동),1,Y,43,37,44,033-640-5235,비상급수시설(관동1차 아파트내),19901220,강원특별자치도 강릉시청,강원특별자치도 강릉시 내곡동 75번지 4호,t(톤),128,4201055     
E199700005,0,식수,4201000,4           ,3220055     ,52,0,2680,13,내곡동,강원특별자치도 강릉시 강변로 16 (내곡동),1,Y,30,37,44,033-640-5235,비상급수시설(롯데주류(주)),19970305,강원특별자치도 강릉시청,강원특별자치도 강릉시 내곡동 81번지,t(톤),128,4201055     
S201200001,1,기타,3580000,1           ,4274072     ,42,272,390,55,백령면,인천광역시 옹진군 백령면 백령로316번길 91 (백령초등학교),2,Y,34,37,58,032-899-3020,백령면 1호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 1047번지,㎡,124,3580019     
S201200004,1,기타,3580000,1           ,4274002     ,41,116,166,34,백령면,인천광역시 옹진군 백령면 관창길 74 (마을회관),2,Y,39,37,58,032-899-3020,백령면 13호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 1798번지 1호,㎡,124,3580019     
S201200005,1,기타,3580000,1           ,3158013     ,43,153,219,54,백령면,인천광역시 옹진군 백령면 백령로 10-2,2,Y,8,37,57,032-899-3020,백령면 4호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 413번지 25호,㎡,124,3580019     
S201200006,1,기타,3580000,1           ,4274065     ,43,465,665,6,백령면,인천광역시 옹진군 백령면 백령로278번길 2-8 (구목욕탕),2,Y,17,37,58,032-899-3020,백령면 7호,20120302,인천광역시 옹진군청,인천광역시 옹진군 백령면 695번지 3호,㎡,124,3580019     
S201200007,1,기타,3580000,1           ,4274082     ,43,173,248,1,백령면,인천광역시 옹진군 백령면 사곶로122번길 54-53 (백령11호 대피소),2,Y,17,37,57,032-899-3020,백령면 11호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 533번지 5호,㎡,124,3580019     
S201200009,1,기타,3580000,1           ,3158012     ,43,352,504,4,백령면,인천광역시 옹진군 백령면 백령남로 8,2,Y,9,37,58,032-899-3020,"백령면 3,5호",20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 634번지 1호,㎡,124,3580019     
S201200010,1,기타,3580000,1           ,,40,158,226,14,백령면,,2,Y,37,37,57,032-899-3020,백령면 15호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 북포리 413번지 7호,㎡,124,3580019     
S201200013,1,기타,3580000,1           ,4274062     ,43,120,172,15,백령면,인천광역시 옹진군 백령면 백령로254번길 132,2,Y,30,37,58,032-899-3020,백령면 8호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 825번지,㎡,124,3580019     
S201200014,1,기타,3580000,1           ,4274070     ,42,247,354,54,백령면,인천광역시 옹진군 백령면 백령로297번길 16-1,2,Y,15,37,58,032-899-3020,백령면 10호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 1184번지 1호,㎡,124,3580019     
S201300018,1,기타,3580000,1           ,4274001     ,39,116,166,36,백령면,인천광역시 옹진군 백령면 가을길 89,2,Y,31,37,57,032-899-3020,백령면 26호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 2번지,㎡,124,3580019     
S201300020,1,기타,3580000,1           ,3158013     ,38,167,240,51,백령면,인천광역시 옹진군 백령면 백령로 1078,2,Y,51,37,56,032-899-3020,백령면 21호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 연화리 480번지,㎡,124,3580019     
S201300021,1,기타,3580000,1           ,3158009     ,37,166,238,8,백령면,인천광역시 옹진군 백령면 두무진로 535,2,Y,21,37,58,032-899-3020,백령면 22호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 261번지 1호,㎡,124,3580019     
S201300022,1,기타,3580000,1           ,4274236     ,39,158,226,11,백령면,인천광역시 옹진군 백령면 중화2길 3,2,Y,29,37,55,032-899-3020,백령면 23호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 100번지 4호,㎡,124,3580019     
S201300023,1,기타,3580000,1           ,4274079     ,39,167,240,8,백령면,인천광역시 옹진군 백령면 백령로938번길 80,2,Y,8,37,57,032-899-3020,백령면 25호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 614번지 17호,㎡,124,3580019     
S201300024,1,기타,3580000,1           ,4274006     ,39,473,677,45,백령면,인천광역시 옹진군 백령면 당후길 56,2,Y,34,37,57,032-899-3020,"백령면 2,14호",20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 483번지 1호,㎡,124,3580019     
S201300025,1,기타,3580000,1           ,3158038     ,41,162,233,2,백령면,인천광역시 옹진군 백령면 화동로 49-8 (화동경로당),2,Y,5,37,56,032-899-3020,백령면 18호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 519번지,㎡,124,3580019     
S201300026,1,기타,3580000,1           ,3158012     ,40,162,233,20,백령면,인천광역시 옹진군 백령면 백령남로 736 (남포1리 다목적회관),2,Y,48,37,55,032-899-3020,백령면 20호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 1147번지,㎡,124,3580019     
S201200011,1,기타,3580000,1           ,3158013     ,40,150,215,30,백령면,인천광역시 옹진군 백령면 백령로 710,2,Y,50,37,57,032-899-3020,백령면 16호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 240번지,㎡,124,3580019     
S201300028,1,기타,3580000,1           ,4274076     ,40,166,238,44,백령면,인천광역시 옹진군 백령면 백령로659번길 76,2,Y,45,37,57,032-899-3020,백령면 27호,20130601,인천광역시 옹진군청,인천광역시 옹진군 백령면 137번지 11호,㎡,124,3580019     
S201300029,0,,3580000,1           ,4274233     ,40,126,181,27,백령면,인천광역시 옹진군 백령면 장촌2길 33,2,N,29,37,55,032-899-3020,백령면 28호,20130601,인천광역시 옹진군청,인천광역시 옹진군 백령면 74번지 8호,㎡,124,3580019     
S201300016,1,교육장,3580000,1           ,4274111     ,44,116,166,26,대청면,인천광역시 옹진군 대청면 소청서로105번길 106,2,Y,3,37,46,032-899-2200,대청면 9호,20130102,인천광역시 옹진군청,인천광역시 옹진군 대청면 196번지,㎡,124,3580020     
S201300008,1,교육장,3580000,1           ,4274021     ,41,234,335,52,대청면,인천광역시 옹진군 대청면 대청로244번길 116-45 (대청중고등학교),2,Y,56,37,49,032-899-2200,대청면 1호,20130102,인천광역시 옹진군청,인천광역시 옹진군 대청면 대청리 1143번지 4호,㎡,124,3580020     
S201300009,1,교육장,3580000,1           ,4274016     ,42,465,665,46,대청면,인천광역시 옹진군 대청면 대청로19번길 59,2,Y,31,37,49,032-899-2200,대청면 2호,20130102,인천광역시 옹진군청,인천광역시 옹진군 대청면 389번지 1호,㎡,124,3580020     
S201300010,1,교육장,3580000,1           ,3158006     ,42,119,170,26,대청면,인천광역시 옹진군 대청면 대청북로 103,2,Y,39,37,50,032-899-2200,대청면 3호,20130102,인천광역시 옹진군청,인천광역시 옹진군 대청면 12번지,㎡,124,3580020     
S201300011,1,교육장,3580000,1           ,3158004     ,41,116,166,10,대청면,인천광역시 옹진군 대청면 대청남로 509-14,2,Y,47,37,48,032-899-2200,대청면 4호,20130102,인천광역시 옹진군청,인천광역시 옹진군 대청면 1264번지 5호,㎡,124,3580020     
S201300012,1,교육장,3580000,1           ,3158004     ,42,119,170,49,대청면,인천광역시 옹진군 대청면 대청남로 91 (대청5호 대피소),2,Y,5,37,49,032-899-2200,대청면 5호,20130102,인천광역시 옹진군청,인천광역시 옹진군 대청면 대청리 산 127번지 7호,㎡,124,3580020     
S201300032,1,기타,3580000,3           ,3158013     ,44,243,201,6,백령면,인천광역시 옹진군 백령면 백령로 68-85,2,Y,21,37,57,032-899-3020,백령 용기포 신항 지하,20130101,인천광역시 옹진군청,인천광역시 옹진군 백령면 2618번지,㎡,124,3580019     
S201200008,1,기타,3580000,1           ,4274083     ,43,162,232,21,백령면,인천광역시 옹진군 백령면 사곶로139번길 139,2,Y,7,37,57,032-899-3020,백령면 12호,20130102,인천광역시 옹진군청,인천광역시 옹진군 백령면 진촌리 산 40번지 68호,㎡,124,3580019     
S200000004,1,교통시설,3090000,3           ,4127024     ,2,400,331,39,방학1동,"서울특별시 도봉구 노해로63가길 229, 방학지하차보도(방학신화하니엘시티 옆) (방학동)",2,Y,45,37,39,02-2091-4250,방학지하차보도 지하1층,20000403,서울특별시 도봉구청,서울특별시 도봉구 방학동 726-154 방학지하차보도(방학신화하니엘시티),㎡,127,3090051     
S199400003,1,주차장,3090000,3           ,3109001     ,2,7306,6028,23,방학1동,"서울특별시 도봉구 도당로 116 (방학동, 거성학마을아파트)",2,Y,59,37,39,02-2091-4250,거성학마을아파트 지하주차장 1층~2층,19941213,서울특별시 도봉구청,서울특별시 도봉구 방학동 701번지 15호,㎡,127,3090051     
S200100001,1,주차장,3090000,3           ,3109006     ,2,92812,76570,54,방학1동,"서울특별시 도봉구 마들로 616 (방학동, 대상타운현대아파트)",2,Y,55,37,39,02-2091-4250,대상타운현대아파트(방학1동) 지하주차장 1층~2층,20011029,서울특별시 도봉구청,서울특별시 도봉구 방학동 720번지 1호,㎡,127,3090051     
S200300003,1,주차장,3090000,3           ,4127139     ,2,4831,3986,42,방학1동,"서울특별시 도봉구 도봉로146길 36 (방학동, 브라운스톤방학아파트)",2,Y,49,37,39,02-2091-4250,이수아파트 지하주차장 1층~2층,20030611,서울특별시 도봉구청,서울특별시 도봉구 방학동 713번지,㎡,127,3090051     
S200900003,1,주차장,3090000,3           ,3005048     ,2,11652,9613,20,방학1동,"서울특별시 도봉구 방학로 120 (방학동, 방학동부센트레빌)",2,Y,50,37,39,02-2091-4250,방학동 동부센트레빌아파트 지하주차장 1층~2층,20091214,서울특별시 도봉구청,서울특별시 도봉구 방학동 689번지,㎡,127,3090051     
S200900004,1,주차장,3090000,3           ,4127148     ,2,3042,2510,42,방학1동,서울특별시 도봉구 도봉로150바길 26 (방학동),2,Y,52,37,39,02-2091-4250,금광포란재아파트 지하주차장 1층~2층,20091214,서울특별시 도봉구청,서울특별시 도봉구 방학동 714번지 1호,㎡,127,3090051     
S201200002,1,주차장,3090000,3           ,4127143     ,2,14978,12357,44,방학1동,서울특별시 도봉구 도봉로150길 43 (방학동),2,Y,60,37,39,02-2091-4250,방학동 ESA2단지 아파트 지하주차장 1층~3층,20120521,서울특별시 도봉구청,서울특별시 도봉구 방학동 716번지 5호,㎡,127,3090051     
S201200003,1,주차장,3090000,3           ,4127143     ,2,5676,4683,41,방학1동,서울특별시 도봉구 도봉로150길 31 (방학동),2,Y,59,37,39,02-2091-4250,방학동 ESA3단지아파트 지하주차장 1층~3층,20120521,서울특별시 도봉구청,서울특별시 도봉구 방학동 716번지 1호,㎡,127,3090051     
S201200001,1,주차장,3090000,3           ,3109006     ,2,22510,18571,44,방학1동,서울특별시 도봉구 마들로 657 (방학동),2,Y,7,37,40,02-2091-4250,방학동 ESA1단지 아파트 지하주차장 1층~3층,20120521,서울특별시 도봉구청,서울특별시 도봉구 방학동 718번지 7호,㎡,127,3090051     
S200200007,1,주차장,3090000,3           ,4127143     ,2,8756,7224,45,방학1동,서울특별시 도봉구 도봉로150길 42 (방학동),2,Y,55,37,39,02-2091-4250,삼성래미안2단지(방학1동) 아파트 지하주차장 1층~2층,20021019,서울특별시 도봉구청,서울특별시 도봉구 방학동 715번지 12호,㎡,127,3090051     
S199500018,1,주차장,3090000,3           ,3005047     ,2,1380,1139,35,창5동,"서울특별시 도봉구 노해로 313 (창동, 북부교육청)",2,Y,7,37,39,02-2091-4250,북부교육청 지하 주차장 1층,19951123,서울특별시 도봉구청,서울특별시 도봉구 창동 327번지 1호,㎡,127,3090044     
E199700001,0,식수,5130000,1           ,3313069     ,50,0,400,14,남산면,"경상북도 경산시 남산면 하남로 323 (남산면사무소,남산보건지소)",1,Y,36,35,47,053-804-7570,남산면민방위비상급수시설,19971129,경상북도 경산시청,경상북도 경산시 남산면 57번지,t(톤),128,5130042     
S201800004,1,기타,4170000,3           ,4452105     ,24,122,101,37,강하면,"경기도 양평군 강하면 운심길 40-8, 강하면사무소",2,Y,42,37,29,031-770-2160,강하면사무소 지하1층,20181212,경기도 양평군청,경기도 양평군 강하면 운심리 35-6 강하면사무소,㎡,127,4170037     
S201700001,1,지하주차장,5130000,3           ,3313046     ,46,10482,8648,3,압량읍,경상북도 경산시 압량읍 압독2로 45(신대 팰리스),2,Y,27,35,50,053-804-7627,"신대팰리스(104,5,6,7,8동 지하1층 주차장)",20170131,경상북도 경산시청,경상북도 경산시 압량읍 신대리 485 신대 팰리스,㎡,128,5130219     
S201800009,1,기타,4170000,3           ,4452375     ,32,192,159,13,개군면,"경기도 양평군 개군면 하자포길33번길 8, 개군면사무소",2,Y,34,37,25,031-770-2160,개군면사무소 지하1층,20181212,경기도 양평군청,경기도 양평군 개군면 하자포리 262번지 2호 개군면사무소,㎡,127,4170046     
S200000060,1,지하주차장,5130000,3           ,3313064     ,45,1843,1521,39,압량읍,경상북도 경산시 압량읍 조산로 26(부적주공아파트),2,Y,45,35,50,053-804-7627,"부적주공아파트(106동,107동 지하1층 주차장)",20000501,경상북도 경산시청,경상북도 경산시 압량읍 부적리 777 부적주공아파트,㎡,128,5130219     
S200000061,1,지하주차장,5130000,3           ,4739535     ,47,1722,1421,21,압량읍,경상북도 경산시 압량읍 연지길 152(경산 윤성3차아파트),2,Y,57,35,51,053-804-7627,"윤성3차아파트(101동,102동 지하1층 주차장)",20000501,경상북도 경산시청,경상북도 경산시 압량읍 인안리 47 경산 윤성3차아파트,㎡,128,5130219     
S201000030,1,지하주차장,5130000,3           ,4739748     ,45,455,376,41,압량읍,"경상북도 경산시 압량읍 화랑로63길 3, 101동 지하1층 (한라빌라트)",2,Y,27,35,50,053-804-7627,한라빌라트(101동 지하1층 주차장),20110103,경상북도 경산시청,경상북도 경산시 압량읍 부적리 537 한라빌라트,㎡,128,5130219     
S200000055,1,주차장,5130000,3           ,3304010     ,48,4215,3478,49,하양읍,"경상북도 경산시 하양읍 문화로 3, 지하1층 (하양3차우방타운)",2,Y,35,35,54,053-804-7377,우방3차아파트(지하주차장 1층),19941201,경상북도 경산시청,경상북도 경산시 하양읍 금락리 130-8 하양3차우방타운,㎡,128,5130037     
S199500002,1,주차장,5130000,3           ,4739720     ,49,5437,4486,27,하양읍,"경상북도 경산시 하양읍 하양로33길 6, 지하1층 (하양1차청구타운)",2,Y,4,35,55,053-804-7377,청구아파트(지하주차장 1층),19950405,경상북도 경산시청,경상북도 경산시 하양읍 동서리 1082-1 하양1차청구타운,㎡,128,5130037     
S200100008,1,주차장,5130000,3           ,3018052     ,49,4118,3398,40,하양읍,"경상북도 경산시 하양읍 하양로 202-8, 지하1층 (하양2차청구타운)",2,Y,1,35,55,053-804-7377,청구2차아파트(지하주차장 1층),20010508,경상북도 경산시청,경상북도 경산시 하양읍 동서리 740-1 하양2차청구타운,㎡,128,5130037     
S199900021,1,지하주차장,3680000,3           ,3168001     ,26,4223,3484,41,송촌동,"대전광역시 대덕구 계족산로 135 (송촌동, 선비마을4단지아파트)",2,Y,59,36,21,042-608-6270,"선비마을아파트 409동 지하주차장 1, 2층",19990101,대전광역시 대덕구청,대전광역시 대덕구 송촌동 462번지,㎡,127,3680047     
S199900022,1,지하주차장,3680000,3           ,3168001     ,26,4063,3352,41,송촌동,"대전광역시 대덕구 계족산로 135 (송촌동, 선비마을4단지아파트)",2,Y,59,36,21,042-608-6270,"선비마을아파트 410동 지하주차장 1, 2층",19990101,대전광역시 대덕구청,대전광역시 대덕구 송촌동 462번지,㎡,127,3680047     
S199900023,1,지하주차장,3680000,3           ,3168001     ,26,4432,3657,41,송촌동,"대전광역시 대덕구 계족산로 135 (송촌동, 선비마을4단지아파트)",2,Y,59,36,21,042-608-6270,"선비마을아파트 411동 지하주차장 1, 2층",19990101,대전광역시 대덕구청,대전광역시 대덕구 송촌동 462번지,㎡,127,3680047     
E199300004,0,,3650000,3           ,3010011     ,24,0,100,50,은행선화동,"대전광역시 중구 선화로 50, 호수돈여자중.고등학교 (선화동)",1,N,38,36,19,,호수돈여중(221-1676),19930101,대전광역시 중구청,대전광역시 중구 선화동 884 호수돈여자중.고등학교,t(톤),127,3650057     
E199000001,0,,3650000,4           ,4295366     ,25,0,482,8,은행선화동,대전광역시 중구 보문로336번길 5 (선화동),1,N,56,36,19,,호정장,19900101,대전광역시 중구청,대전광역시 중구 선화동 132번지 6호,t(톤),127,3650057     
E199200003,0,,3650000,3           ,4295460     ,24,0,150,54,은행선화동,"대전광역시 중구 선화로43번길 99 (선화동, 대전중앙초등학교)",1,N,50,36,19,,중앙초교,19921212,대전광역시 중구청,대전광역시 중구 선화동 338번지,t(톤),127,3650057     
E198300002,0,,3650000,4           ,3165023     ,25,0,200,3,은행선화동,대전광역시 중구 선화서로 66 (선화동),1,N,47,36,19,,오성장,19830101,대전광역시 중구청,대전광역시 중구 선화동 186번지 12호,t(톤),127,3650057     
E199300002,0,,3650000,2           ,3010006     ,25,0,270,55,대흥동,"대전광역시 중구 대흥로 176-15 (대흥동, 현대아파트)",1,N,27,36,19,042-606-6036,석천정,19930728,대전광역시 중구청,대전광역시 중구 대흥동 22번지 9호,t(톤),127,3650058     
E199600001,0,식수,3650000,2           ,4295351     ,25,0,250,20,대흥동,대전광역시 중구 보문로199번길 37-36 (대흥동),1,Y,8,36,19,042-606-6036,테미샘물,19961220,대전광역시 중구청,대전광역시 중구 대흥동 326번지 54호,t(톤),127,3650058     
E197700001,0,,3650000,2           ,3165027     ,25,0,140,34,대흥동,"대전광역시 중구 수도산로 12 (대흥동, 대흥초등학교)",1,N,11,36,19,042-606-6036,대흥초교,19771230,대전광역시 중구청,대전광역시 중구 대흥동 365번지 5호,t(톤),127,3650058     
S199900003,1,주차장,3680000,3           ,4304202     ,26,8084,6670,26,송촌동,"대전광역시 대덕구 동춘당로114번길 60 (송촌동, 선비마을3단지아파트)",2,Y,7,36,22,,"선비마을아파트 3단지 지하주차장 1, 2층",19990101,대전광역시 대덕구청,대전광역시 대덕구 송촌동 461번지 1호,㎡,127,3680047     
E199300009,0,생활용수,3680000,4           ,4304049     ,24,0,100,48,목상동,"대전광역시 대덕구 대덕대로1470번길 55 (목상동, 다사랑아파트)",1,Y,47,36,26,,다사랑아파트(관리사무소앞),19940101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 2호,t(톤),127,3680034     
S199300004,1,기타,3680000,3           ,4304049     ,24,812,670,45,목상동,"대전광역시 대덕구 대덕대로1470번길 55 (목상동, 다사랑아파트)",2,Y,47,36,26,,다사랑아파트101동 지하 1층,19940101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 2호,㎡,127,3680034     
S199300007,1,기타,3680000,3           ,4304049     ,24,812,670,45,목상동,"대전광역시 대덕구 대덕대로1470번길 55 (목상동, 다사랑아파트)",2,Y,47,36,26,,다사랑아파트104동 지하 1층,19940101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 2호,㎡,127,3680034     
S200500006,1,지하주차장,3680000,3           ,4304049     ,24,347,287,45,목상동,"대전광역시 대덕구 대덕대로1470번길 27 (목상동, 상록수아파트)",2,Y,52,36,26,,상록수아파트103동 지하주차장 1층,20050101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 1호,㎡,127,3680034     
